5772,ایل,NOUN
5773,آذربایجانین,NOUN
5774,نه,CONJ
5775,هر,DET
5776,یئری,NOUN
5777,،,PUNC
5778,نه,CONJ
5779,ده,CONJ
5780,کی,CONJ
5781,آذربایجانلیلارین,NOUN
5782,بوتونلویو,NOUN
5783,قاتیلمادیلار,VERB
5784,.,PUNC
5785,<end>,-
5786,<start>,-
5787,ایل,NOUN
5788,بایرامی,NOUN
5789,،,PUNC
5790,عاشورا,NOUN
5791,تاسوعا,NOUN
5792,،,PUNC
5793,چیلله,NOUN
5794,گئجه,NOUN
5795,سی,NOUN
5796,،,PUNC
5797,قوربان,NOUN
5798,بایرامی,NOUN
5799,باشقا,ADJ
5800,عزیز,ADJ
5801,گونلر,NOUN
5802,گلدیکده,ADV
5803,بؤیودویوموز,NOUN
5804,یئردهکئچیرتمه‌ییمیزین,NOUN
5805,،,PUNC
5806,باشقا,ADJ
5807,دادی,NOUN
5808,اولور,VERB
5809,.,PUNC
5810,<end>,-
5811,<start>,-
5812,آرالاریند,ADV
5813,ایش‌آدام‌لاری,NOUN
5814,اولور,VERB
5815,،,PUNC
5816,بو,DET
5817,ایش,NOUN
5818,آدام‌لاری,NOUN
5819,ایسه,CONJ
5820,ایش‌لرینی,NOUN
5821,هر,DET
5822,کسین,PRON
5823,اوزونه,NOUN
5824,چکیر,VERB
5825,.,PUNC
5826,<end>,-
5827,<start>,-
5828,کیملیک,PRON
5829,؛,PUNC
5830,توپلوموموزون,NOUN
5831,،,PUNC
5832,ایل‌لر,NOUN
5833,بؤیو,NOUN
5834,ده‌ییشدیریلیب,VERB
5835,،,PUNC
5836,آنا,NOUN
5837,ایزلری,NOUN
5838,قویلانان,NOUN
5839,سورونو,NOUN
5840,دیر,VERB
5841,.,PUNC
5842,<end>,-
5843,<start>,-
5844,حمیدی,NOUN
5845,تانیمایانلار,NOUN
5846,،,PUNC
5847,اونو,PRON
5848,اؤزوندن,NOUN
5849,بیر,DET
5850,نسیل,NOUN
5851,بؤیوک,ADJ
5852,یاشدا,NOUN
5853,سانیرلار,VERB
5854,.,PUNC
5855,<end>,-
5856,<start>,-
5857,آنا,NOUN
5858,آتادان,NOUN
5859,توتوب,NOUN
5860,،,PUNC
5861,بؤیوک,ADJ
5862,قارداش,NOUN
5863,باجی,NOUN
5864,،,PUNC
5865,اؤیرتمنه,NOUN
5866,دک,CONJ
5867,.,PUNC
5868,<end>,-
5869,<start>,-
5870,باتی,NOUN
5871,کۆلتورونده,NOUN
5872,أریمه‌یه,NOUN
5873,جان,NOUN
5874,آتان,NOUN
5875,دوغولولار,NOUN
5876,،,PUNC
5877,باشقا,ADJ
5878,دوغولولارلا,NOUN
5879,قایناشماغا,NOUN
5880,بئله,ADV
5881,حاضیر,ADJ
5882,اولمورلار,VERB
5883,.,PUNC
5884,<end>,-
5885,<start>,-
5886,خانیم‌لارین,NOUN
5887,حؤرمه‌تینی,NOUN
5888,قازانماق,NOUN
5889,اوچون,POSTP
5890,،,PUNC
5891,خانیم‌لار,NOUN
5892,ایسته‌دیک‌لری,ADJ
5893,کیمی,POSTP
5894,خانیم‌لاردان,NOUN
5895,دانیشیرلار,VERB
5896,.,PUNC
5897,<end>,-
5898,<start>,-
5899,بو,DET
5900,سورغونو,NOUN
5901,بیری,PRON
5902,سوروشسا,VERB
5903,بیزدن,PRON
5904,ایلک,ADJ
5905,نظریمیزه,NOUN
5906,گلن,VERB
5907,اوچونجو,ADJ
5908,معناسی,NOUN
5909,اولاجاق‌دیر,VERB
5910,.,PUNC
5911,<end>,-
5912,<start>,-
5913,اجتماعی,ADJ
5914,سیاسی,ADJ
5915,و,CONJ
5916,یا,CONJ
5917,هر,DET
5918,هانسی,NOUN
5919,بیر,DET
5920,باشقا,ADJ
5921,آغیر,ADJ
5922,دوروموندان,NOUN
5923,اؤترو,POSTP
5924,،,PUNC
5925,سوروملولوقدان,NOUN
5926,قاچماق,NOUN
5927,مسئله‌سی,NOUN
5928,دیر,VERB
5929,.,PUNC
5930,<end>,-
5931,<start>,-
5932,بونون,PRON
5933,نتیجه‌سینده,NOUN
5934,صفوی,NOUN
5935,سۆلاله‌سی,NOUN
5936,دؤنمی‌نین,NOUN
5937,سوْنلاریندا,NOUN
5938,اوْلدوغو,NOUN
5939,کیمی,POSTP
5940,اؤلکه‌نین,NOUN
5941,توْرپاق,NOUN
5942,بۆتونلوگو,ADV
5943,تهلوکه,NOUN
5944,آلتینا,ADV
5945,گیرمیشدیر,VERB
5946,.,PUNC
5947,<end>,-
5948,<start>,-
5949,چؤزوم‌لریمیزین,NOUN
5950,آلینماماسی‌نی,NOUN
5951,الشدیرنده,NOUN
5952,،,PUNC
5953,اؤزوموز,NOUN
5954,چؤزومسوز,ADJ
5955,سورون‌لو,ADJ
5956,یاشایانا,NOUN
5957,تک,POSTP
5958,،,PUNC
5959,باشقالاری,NOUN
5960,بیزیم,PRON
5961,چؤزوموموز,NOUN
5962,سایماز,VERB
5963,.,PUNC
5964,<end>,-
5965,<start>,-
5966,یایدا,NOUN
5967,آغ,ADJ
5968,یئلین,NOUN
5969,قوروتدوغو,NOUN
5970,بیتگی‌لردن,NOUN
5971,مئشه‌لرده,NOUN
5972,یانقین,NOUN
5973,چیخیب,NOUN
5974,،,PUNC
5975,آغ,ADJ
5976,یئل,NOUN
5977,یانقینی,NOUN
5978,یایار,VERB
5979,.,PUNC
5980,<end>,-
5981,<start>,-
5982,عطا,NOUN
5983,دئییردی,VERB
5984,ایبراهیمین,NOUN
5985,آغلاماغین,NOUN
5986,بو,DET
5987,دونیادا,NOUN
5988,گؤرمه‌میشدی,VERB
5989,،,PUNC
5990,من,PRON
5991,ده,CONJ
5992,گؤرمه‌میشدیم,VERB
5993,.,PUNC
5994,<end>,-
5995,<start>,-
5996,بیزی,PRON
5997,بیر,DET
5998,جور,NOUN
5999,دانیشان‌لارین,NOUN
6000,سؤزلرینه,NOUN
6001,اینانمالی‌ییق,VERB
6002,،,PUNC
6003,اینانماساق,VERB
6004,،,PUNC
6005,دیلیمیزی,NOUN
6006,کسرلر,VERB
6007,،,PUNC
6008,دیلیمیزله,NOUN
6009,یالادارلار,VERB
6010,.,PUNC
6011,<end>,-
6012,<start>,-
6013,آنادان,NOUN
6014,اوزاق,ADJ
6015,دوشدوکده,NOUN
6016,،,PUNC
6017,یا,CONJ
6018,دا,CONJ
6019,آنانین,NOUN
6020,نئجه,ADV
6021,داورانماغین,NOUN
6022,گؤرمه‌دیک‌ده,NOUN
6023,سورودن,NOUN
6024,آیریلیب,ADV
6025,،,PUNC
6026,قوردا,NOUN
6027,یئم,NOUN
6028,اولا,VERB
6029,بیلر,VERB
6030,.,PUNC
6031,<end>,-
6032,<start>,-
6033,چوخدان,NOUN
6034,ایدی,VERB
6035,باهانا,NOUN
6036,دالیسیجا,NOUN
6037,گزیردیز,VERB
6038,آغلایاسیز,VERB
6039,،,PUNC
6040,یانی,NOUN
6041,ائل,NOUN
6042,قاباغینداآغلایاسیز,VERB
6043,،,PUNC
6044,دئمک,NOUN
6045,سونوندا,ADV
6046,تاپدیز,VERB
6047,.,PUNC
6048,<end>,-
6049,<start>,-
6050,ایکیمیزین,NOUN
6051,آراسیندا,POSTP
6052,کسینلشدیردیکدن,NOUN
6053,سونرا,POSTP
6054,،,PUNC
6055,یاواش,ADV
6056,یاواش,ADV
6057,یاخینلاریمیزی,NOUN
6058,ایله,NOUN
6059,اورتایا,NOUN
6060,قویوردوق,VERB
6061,.,PUNC
6062,<end>,-
6063,<start>,-
6064,بو,DET
6065,ایل,NOUN
6066,نجو,NOUN
6067,ایل,NOUN
6068,ده,CONJ
6069,،,PUNC
6070,بیر,DET
6071,گۆنده,NOUN
6072,باش,NOUN
6073,وئرن,NOUN
6074,بو,DET
6075,ایکی,NUM
6076,اوْلایین,NOUN
6077,نجو,NOUN
6078,ایل,NOUN
6079,دؤنومودور,VERB
6080,.,PUNC
6081,<end>,-
6082,<start>,-
6083,آمما,CONJ
6084,بونلارا,PRON
6085,باخمایاراق,NOUN
6086,،,PUNC
6087,هردن,NOUN
6088,نم‌نئچه‌نجی,NOUN
6089,نسیل‌لرده,NOUN
6090,باشقا,ADJ
6091,تیپ‌لرین,NOUN
6092,اؤزل‌لیک‌لرینی,NOUN
6093,ده,CONJ
6094,اصیل,ADJ
6095,حئیوان‌لاردا,NOUN
6096,گؤرمک,NOUN
6097,اولور,VERB
6098,.,PUNC
6099,<end>,-
6100,<start>,-
6101,ائله,ADV
6102,واقت,NOUN
6103,یئتیره‌جک,VERB
6104,،,PUNC
6105,قونویا,NOUN
6106,باشقا,ADJ
6107,جور,NOUN
6108,باخان‌لاری,NOUN
6109,قانماز,ADJ
6110,گؤره‌جک‌سیز,VERB
6111,.,PUNC
6112,<end>,-
6113,<start>,-
6114,بو,DET
6115,روایته,NOUN
6116,گؤره,POSTP
6117,،,PUNC
6118,ایران,NOUN
6119,خالقی,NOUN
6120,هر,DET
6121,زامان,NOUN
6122,روحانیت,NOUN
6123,اؤندرلیگی,NOUN
6124,آلتیندا,NOUN
6125,داخیلی,NOUN
6126,استیبداد,NOUN
6127,و,CONJ
6128,خاریجی,NOUN
6129,استعمار,NOUN
6130,علیهینه,NOUN
6131,آیاقلانمیشدیرلار,VERB
6132,.,PUNC
6133,<end>,-
6134,<start>,-
6135,ائله,ADV
6136,کی,NOUN
6137,بونلارین,NOUN
6138,هر,DET
6139,کندینه,NOUN
6140,عایید,NOUN
6141,بعضن,ADV
6142,ایکی,NUM
6143,اوچ,NUM
6144,مسجید,NOUN
6145,اولور,VERB
6146,.,PUNC
6147,<end>,-
6148,<start>,-
6149,یئتدینجی,ADJ
6150,مسئله,NOUN
6151,،,PUNC
6152,آذربایجانلی‌لار,NOUN
6153,،,PUNC
6154,بیرینجی,ADJ
6155,اؤز,NOUN
6156,یئرلرینده,NOUN
6157,اولان,ADJ
6158,سورون‌لاری,NOUN
6159,گؤروب,ADV
6160,،,PUNC
6161,حل,NOUN
6162,ائله‌مه‌لی‌دیرلر,VERB
6163,،,PUNC
6164,سونرا,ADV
6165,باشقالارینا,NOUN
6166,باش,NOUN
6167,اوزالتمالی‌دیرلار,VERB
6168,.,PUNC
6169,<end>,-
6170,<start>,-
6171,اینسان‌‌لار,NOUN
6172,زامانا,NOUN
6173,بوراخماق,NOUN
6174,یئرینه,NOUN
6175,،,PUNC
6176,ایستک‌لرینین,NOUN
6177,اوستونه,NOUN
6178,زوم,NOUN
6179,ائله‌سه‌لر,VERB
6180,،,PUNC
6181,یاخشی,ADJ
6182,نتیجه,NOUN
6183,آلا,VERB
6184,بیلرلر,VERB
6185,.,PUNC
6186,<end>,-
6187,<start>,-
6188,یول,NOUN
6189,ماشین,NOUN
6190,لاریندا,NOUN
6191,یاتا,NOUN
6192,بیلسن,VERB
6193,ده,CONJ
6194,بیر,DET
6195,هفته,NOUN
6196,چکیر,VERB
6197,بدنیوین,NOUN
6198,بوزوک,NOUN
6199,لری,NOUN
6200,آچیلا,VERB
6201,.,PUNC
6202,<end>,-
6203,<start>,-
6204,بو,DET
6205,آدین,NOUN
6206,آیلا,NOUN
6207,باغلی,ADJ
6208,اولدوغو,VERB
6209,،,PUNC
6210,ها,ADV
6211,بئله,ADV
6212,آیین,NOUN
6213,اؤزللیلیک,NOUN
6214,لریندن,NOUN
6215,بیرینی,NOUN
6216,وورغولادیغی,NOUN
6217,اؤنمسه,NOUN
6218,نیلدی,VERB
6219,منه,PRON
6220,.,PUNC
6221,<end>,-
6222,<start>,-
6223,یئنی‌دن,ADV
6224,باشلاماق,NOUN
6225,قرارینه,NOUN
6226,گلمک,NOUN
6227,،,PUNC
6228,نه,PRON
6229,قدر,POSTP
6230,سوردویونه,NOUN
6231,باخمایاراق,NOUN
6232,،,PUNC
6233,بئیین‌لری,NOUN
6234,ده‌ییشمه‌ده,NOUN
6235,اولدوغونا,NOUN
6236,گؤره,POSTP
6237,،,PUNC
6238,یئنی,ADJ
6239,باشلانان,NOUN
6240,دا,CONJ
6241,باشقالارینا,NOUN
6242,تای,NOUN
6243,باشلانمامیش,NOUN
6244,بیتر,VERB
6245,.,PUNC
6246,<end>,-
6247,<start>,-
6248,شهرستاندان,NOUN
6249,گلن,ADJ
6250,قوناق‌لار,NOUN
6251,،,PUNC
6252,چاغداشلاشماغین,NOUN
6253,اوزونو,PRON
6254,گؤرورلر,VERB
6255,،,PUNC
6256,بلکه,ADV
6257,ده,CONJ
6258,آرزیلاری,NOUN
6259,چاغداشلاشماغا,NOUN
6260,قاتیلماق‌لاری,NOUN
6261,اولور,VERB
6262,.,PUNC
6263,<end>,-
6264,<start>,-
6265,میللت‌لرین,NOUN
6266,آراسیندا,POSTP
6267,دا,CONJ
6268,وار,VERB
6269,،,PUNC
6270,بیر,DET
6271,میللتین,NOUN
6272,یولونا,NOUN
6273,گیرسه‌لر,VERB
6274,،,PUNC
6275,اؤز,PRON
6276,یولونا,NOUN
6277,داواملاماغی,NOUN
6278,چوخ,ADV
6279,چکر,VERB
6280,.,PUNC
6281,<end>,-
6282,<start>,-
6283,ایسته‌سز,VERB
6284,بیر,DET
6285,داها,ADV
6286,دونیایا,NOUN
6287,گلیب,ADV
6288,،,PUNC
6289,ایندیکیبیلگی‌لرینیز,NOUN
6290,ده,CONJ
6291,الینیزده,NOUN
6292,اولا,VERB
6293,هانسی‌نی,PRON
6294,اؤیرنمه‌یه,NOUN
6295,چالیشارساز,VERB
6296,.,PUNC
6297,<end>,-
6298,<start>,-
6299,بئله,ADV
6300,بیر,DET
6301,اینسان‌لارین,NOUN
6302,بئیین‌لرینده,NOUN
6303,،,PUNC
6304,پوزماقدان,NOUN
6305,سونرا,POSTP
6306,هئچ,DET
6307,بیر,DET
6308,شئی,NOUN
6309,یئر,NOUN
6310,آلمیر,VERB
6311,.,PUNC
6312,<end>,-
6313,<start>,-
6314,دونیایا,NOUN
6315,گلمه‌یی,NOUN
6316,بیر,DET
6317,دوغال,ADJ
6318,حاق,NOUN
6319,بیلیب,ADV
6320,،,PUNC
6321,یاشاماغی,NOUN
6322,دا,CONJ
6323,اؤز,PRON
6324,حاققیم,NOUN
6325,بیلیردیم,VERB
6326,.,PUNC
6327,<end>,-
6328,<start>,-
6329,گئچمیش,ADJ
6330,نسیلین,NOUN
6331,اوشاقلاری,NOUN
6332,چوخ,ADV
6333,اولدوغو,NOUN
6334,اوچون,POSTP
6335,،,PUNC
6336,اؤنلرینه,NOUN
6337,گلن,ADJ
6338,آدی,NOUN
6339,قویوردولار,VERB
6340,.,PUNC
6341,<end>,-
6342,<start>,-
6343,تکجه,ADV
6344,آذربایجان,NOUN
6345,دیر,VERB
6346,کی,CONJ
6347,ایش,NOUN
6348,باشیندا,NOUN
6349,اولان‌لار,NOUN
6350,دوغولدوق‌لاری,NOUN
6351,یئرلردن,NOUN
6352,کسیب,ADV
6353,باشقا,ADJ
6354,یئرلره,NOUN
6355,وئررلر,VERB
6356,.,PUNC
6357,<end>,-
6358,<start>,-
6359,بونلاری,PRON
6360,دئدیک‌ده,NOUN
6361,بیر,DET
6362,کسیله,NOUN
6363,آغیز,NOUN
6364,آغیزا,NOUN
6365,اولماغا,NOUN
6366,دا,CONJ
6367,یول,NOUN
6368,وئرمیرم,VERB
6369,.,PUNC
6370,<end>,-
6371,<start>,-
6372,دونیادا,NOUN
6373,گوجلو,ADJ
6374,اولان,NOUN
6375,توپلوم‌لارا,NOUN
6376,باغلی,ADJ
6377,اولان‌لارین,NOUN
6378,ایچینده,POSTP
6379,اؤزل‌لیک‌لرینی,NOUN
6380,ساخلایان‌لار,NOUN
6381,لاپ,ADV
6382,چوخ,ADV
6383,اولار,VERB
6384,.,PUNC
6385,<end>,-
6386,<start>,-
6387,نازیک,ADJ
6388,قیریشلار,NOUN
6389,آلنیمی,NOUN
6390,تو,VERB
6391,توب,VERB
6392,دی,VERB
6393,گرک,NOUN
6394,چوخ,ADV
6395,دیقت,NOUN
6396,ائده,VERB
6397,م,VERB
6398,.,PUNC
6399,<end>,-
6400,<start>,-
6401,بوگون,ADV
6402,تبریزه,NOUN
6403,هانسی,PRON
6404,یاندان,NOUN
6405,گیرمه‌ییمیزه,NOUN
6406,باخمایاراق,NOUN
6407,،,PUNC
6408,شهرین,NOUN
6409,گیریشی,NOUN
6410,،,PUNC
6411,چیخیشی,NOUN
6412,بللی,ADJ
6413,دئییل,NEGP
6414,.,PUNC
6415,<end>,-
6416,<start>,-
6417,دایی,NOUN
6418,سینین,NOUN
6419,بیلمه,NOUN
6420,یینده,NOUN
6421,هم,CONJ
6422,قیزیزن,NOUN
6423,،,PUNC
6424,هم,CONJ
6425,اوغلانین,NOUN
6426,،,PUNC
6427,هم,CONJ
6428,ده,CONJ
6429,اؤزونون,PRON
6430,اؤلمک,NOUN
6431,لریگؤزلنیلمیینبیلیندیری,VERB
6432,.,PUNC
6433,<end>,-
6434,<start>,-
6435,قالان‌لار,NOUN
6436,ایسه,CONJ
6437,ایکی,NUM
6438,یئره,NOUN
6439,بؤلونورلر,VERB
6440,؛,PUNC
6441,چوخ‌لاری,ADV
6442,اؤزلرینی,PRON
6443,آخیندان,NOUN
6444,قیراغا,NOUN
6445,آتیرلار,VERB
6446,،,PUNC
6447,قالان‌لاری,NOUN
6448,ایسه,CONJ
6449,،,PUNC
6450,بورولقانین,NOUN
6451,اولدوغونو,NOUN
6452,بیله,NOUN
6453,بیله,NOUN
6454,آخیندا,NOUN
6455,اولورلار,VERB
6456,.,PUNC
6457,<end>,-
6458,<start>,-
6459,قاراتورپاق,NOUN
6460,،,PUNC
6461,قیرمیزی,ADJ
6462,تورپاق,NOUN
6463,،,PUNC
6464,آغ,ADJ
6465,تورپاق,NOUN
6466,،,PUNC
6467,ساری,ADJ
6468,تورپاق,NOUN
6469,،,PUNC
6470,طبیعتده,NOUN
6471,تاپدیغین,NOUN
6472,هر,DET
6473,رنگ‌ده,NOUN
6474,تورپاق,NOUN
6475,،,PUNC
6476,قازیلیب,VERB
6477,،,PUNC
6478,داشینیر,VERB
6479,.,PUNC
6480,<end>,-
6481,<start>,-
6482,ب,NOUN
6483,آیاقلانمانین,NOUN
6484,مغلوبیتی‌نین,NOUN
6485,نه‌دنلری,NOUN
6486,آیاقلانمانین,NOUN
6487,نه‌دنلری,NOUN
6488,حاقیندا,POSTP
6489,دۆشونجه,NOUN
6490,آیریلیغی,NOUN
6491,اوْلدوغو,NOUN
6492,کیمی,POSTP
6493,مغلوبیتی‌نین,NOUN
6494,نه‌دنلری,NOUN
6495,حاقیندا,POSTP
6496,دا,CONJ
6497,دۆشونجه,NOUN
6498,بیرلیگی,NOUN
6499,گؤرؤنمه‌مکده‌دیر,VERB
6500,.,PUNC
6501,<end>,-
6502,<start>,-
6503,گؤزلری,NOUN
6504,شهرین,NOUN
6505,بوشلوغو,NOUN
6506,توتان,NOUN
6507,کندلی‌لر,NOUN
6508,شهرده,NOUN
6509,یاشاماغی,NOUN
6510,هر,DET
6511,قیمته,NOUN
6512,سئچدیلر,VERB
6513,.,PUNC
6514,<end>,-
6515,<start>,-
6516,اؤزلری,PRON
6517,کیمی,POSTP
6518,یاشاماغی,NOUN
6519,،,PUNC
6520,ایسته‌دیک‌لری,NOUN
6521,کیمی,POSTP
6522,یاشاماغی,NOUN
6523,هر,DET
6524,زامان,NOUN
6525,یاشاییردیلار,VERB
6526,.,PUNC
6527,<end>,-
6528,<start>,-
6529,آنجاق,CONJ
6530,دونیادا,NOUN
6531,اولان,ADJ
6532,میللت‌لرین,NOUN
6533,ایچینده,NOUN
6534,بیرلری,NOUN
6535,فولکلورلار,NOUN
6536,،,PUNC
6537,دب‌لر,NOUN
6538,،,PUNC
6539,آیین‌دوشونجه‌لرینی,NOUN
6540,یازماق‌لا,NOUN
6541,اونلاری,PRON
6542,گله‌جک‌لرینه,NOUN
6543,ساخلاییب‌لار,VERB
6544,.,PUNC
6545,<end>,-
6546,<start>,-
6547,پتروس,NOUN
6548,شاه,NOUN
6549,ناچار,ADV
6550,شمس,NOUN
6551,وزیری,NOUN
6552,زینداندان,NOUN
6553,چیخاردیب,VERB
6554,و,CONJ
6555,اوْندان,PRON
6556,قیزی‌نین,NOUN
6557,علاجی,NOUN
6558,اۆچون,POSTP
6559,یاردیم,NOUN
6560,ایستر,VERB
6561,.,PUNC
6562,<end>,-
6563,<start>,-
6564,بیر,DET
6565,سیرالاری,NOUN
6566,،,PUNC
6567,ایسته‌نیلمک‌لری,NOUN
6568,چوخالیر,VERB
6569,،,PUNC
6570,ال,NOUN
6571,چاتماز,VERB
6572,اولدوقلاری,NOUN
6573,آن,NOUN
6574,،,PUNC
6575,ابدی‌له‌شیرلر,VERB
6576,.,PUNC
6577,<end>,-
6578,<start>,-
6579,هر,DET
6580,بیر,DET
6581,ساغلام,NOUN
6582,،,PUNC
6583,برک,NOUN
6584,نسنه‌,NOUN
6585,ساغلاملیغین,NOUN
6586,الدن,NOUN
6587,وئریب,VERB
6588,،,PUNC
6589,سینیب,VERB
6590,،,PUNC
6591,ایریله,VERB
6592,بیلر,VERB
6593,،,PUNC
6594,ائله,ADV
6595,یوخاریدا,ADV
6596,دئدی,VERB
6597,ییم,VERB
6598,دیش,NOUN
6599,کیمی,POSTP
6600,.,PUNC
6601,<end>,-
6602,<start>,-
6603,منه,PRON
6604,تای,POSTP
6605,ائودن,NOUN
6606,اوزاقدا,ADJ
6607,یاشایان‌لار,NOUN
6608,،,PUNC
6609,قینیندا,NOUN
6610,چیخدیغیندان,NOUN
6611,،,PUNC
6612,سوبای,NOUN
6613,یاشاییب,VERB
6614,،,PUNC
6615,بیر,DET
6616,شئی,NOUN
6617,ده,CONJ
6618,باشا,NOUN
6619,سالانماییب,VERB
6620,.,PUNC
6621,<end>,-
6622,<start>,-
6623,دؤردونجو,ADJ
6624,مسئله,NOUN
6625,،,PUNC
6626,بوتون,DET
6627,چالیشمالار,NOUN
6628,،,PUNC
6629,اورمو,NOUN
6630,گؤلونو,NOUN
6631,قورتارماق,NOUN
6632,اوچون,POSTP
6633,یؤنلمه‌لی‌دیر,VERB
6634,.,PUNC
6635,<end>,-
6636,<start>,-
6637,بایرام,NOUN
6638,دبلرینی,NOUN
6639,وورغولادیقدا,NOUN
6640,تکجه,ADV
6641,او,PRON
6642,دبلری,NOUN
6643,یورورلار,VERB
6644,،,PUNC
6645,چوخ,ADV
6646,بویوک,ADJ
6647,آتدیم,NOUN
6648,آتدیقدا,NOUN
6649,بیر,DET
6650,یازی,NOUN
6651,یازیرلار,VERB
6652,،,PUNC
6653,بیر,DET
6654,رسیم,NOUN
6655,چکیرلر,VERB
6656,اینانا,NOUN
6657,بیلمدیکلری,NOUN
6658,بیر,DET
6659,اولایی,NOUN
6660,نه,PRON
6661,جور,NOUN
6662,یوروب,VERB
6663,،,PUNC
6664,ناخیشلییرلار,NOUN
6665,آللاه,NOUN
6666,بیلیر,VERB
6667,.,PUNC
6668,<end>,-
6669,<start>,-
6670,تکجه,ADV
6671,دیل,NOUN
6672,ایله,POSTP
6673,کئچمیشدن,NOUN
6674,،,PUNC
6675,گله‌جک‌دن,NOUN
6676,،,PUNC
6677,گؤرمه‌دی‌ییمیز,NOUN
6678,بیر,DET
